date,store,item,sales,year,month,day,day_of_week,is_weekend
2013-01-14,1,5,5,2013,1,14,0,0
2013-01-15,1,5,10,2013,1,15,1,0
2013-01-16,1,5,6,2013,1,16,2,0
2013-01-17,1,5,7,2013,1,17,3,0
2013-01-18,1,5,10,2013,1,18,4,0
2013-01-19,1,5,8,2013,1,19,5,1
2013-01-20,1,5,9,2013,1,20,6,1
2013-01-21,1,5,4,2013,1,21,0,0
2013-01-22,1,5,9,2013,1,22,1,0
2013-01-23,1,5,6,2013,1,23,2,0
2013-01-24,1,5,12,2013,1,24,3,0
2013-01-25,1,5,5,2013,1,25,4,0
2013-01-26,1,5,7,2013,1,26,5,1
2013-01-27,1,5,18,2013,1,27,6,1
2013-01-28,1,5,9,2013,1,28,0,0
2013-01-29,1,5,9,2013,1,29,1,0
2013-01-30,1,5,9,2013,1,30,2,0
2013-01-31,1,5,13,2013,1,31,3,0
2013-02-01,1,5,8,2013,2,1,4,0
2013-02-02,1,5,16,2013,2,2,5,1
2013-02-03,1,5,11,2013,2,3,6,1
2013-02-04,1,5,8,2013,2,4,0,0
2013-02-05,1,5,15,2013,2,5,1,0
2013-02-06,1,5,7,2013,2,6,2,0
2013-02-07,1,5,10,2013,2,7,3,0
2013-02-08,1,5,7,2013,2,8,4,0
2013-02-09,1,5,8,2013,2,9,5,1
2013-02-10,1,5,10,2013,2,10,6,1
2013-02-11,1,5,13,2013,2,11,0,0
2013-02-12,1,5,13,2013,2,12,1,0
2013-02-13,1,5,8,2013,2,13,2,0
2013-02-14,1,5,10,2013,2,14,3,0
2013-02-15,1,5,11,2013,2,15,4,0
2013-02-16,1,5,10,2013,2,16,5,1
2013-02-17,1,5,11,2013,2,17,6,1
2013-02-18,1,5,5,2013,2,18,0,0
2013-02-19,1,5,10,2013,2,19,1,0
2013-02-20,1,5,7,2013,2,20,2,0
2013-02-21,1,5,11,2013,2,21,3,0
2013-02-22,1,5,15,2013,2,22,4,0
2013-02-23,1,5,13,2013,2,23,5,1
2013-02-24,1,5,9,2013,2,24,6,1
2013-02-25,1,5,3,2013,2,25,0,0
2013-02-26,1,5,6,2013,2,26,1,0
2013-02-27,1,5,9,2013,2,27,2,0
2013-02-28,1,5,12,2013,2,28,3,0
2013-03-01,1,5,11,2013,3,1,4,0
2013-03-02,1,5,16,2013,3,2,5,1
2013-03-03,1,5,11,2013,3,3,6,1
2013-03-04,1,5,6,2013,3,4,0,0
2013-03-05,1,5,10,2013,3,5,1,0
2013-03-06,1,5,9,2013,3,6,2,0
2013-03-07,1,5,15,2013,3,7,3,0
2013-03-08,1,5,9,2013,3,8,4,0
2013-03-09,1,5,7,2013,3,9,5,1
2013-03-10,1,5,18,2013,3,10,6,1
2013-03-11,1,5,9,2013,3,11,0,0
2013-03-12,1,5,11,2013,3,12,1,0
2013-03-13,1,5,15,2013,3,13,2,0
2013-03-14,1,5,9,2013,3,14,3,0
2013-03-15,1,5,13,2013,3,15,4,0
2013-03-16,1,5,15,2013,3,16,5,1
2013-03-17,1,5,19,2013,3,17,6,1
2013-03-18,1,5,7,2013,3,18,0,0
2013-03-19,1,5,12,2013,3,19,1,0
2013-03-20,1,5,12,2013,3,20,2,0
2013-03-21,1,5,16,2013,3,21,3,0
2013-03-22,1,5,7,2013,3,22,4,0
2013-03-23,1,5,13,2013,3,23,5,1
2013-03-24,1,5,14,2013,3,24,6,1
2013-03-25,1,5,10,2013,3,25,0,0
2013-03-26,1,5,11,2013,3,26,1,0
2013-03-27,1,5,16,2013,3,27,2,0
2013-03-28,1,5,11,2013,3,28,3,0
2013-03-29,1,5,15,2013,3,29,4,0
2013-03-30,1,5,16,2013,3,30,5,1
2013-03-31,1,5,15,2013,3,31,6,1
2013-04-01,1,5,14,2013,4,1,0,0
2013-04-02,1,5,13,2013,4,2,1,0
2013-04-03,1,5,8,2013,4,3,2,0
2013-04-04,1,5,22,2013,4,4,3,0
2013-04-05,1,5,13,2013,4,5,4,0
2013-04-06,1,5,18,2013,4,6,5,1
2013-04-07,1,5,11,2013,4,7,6,1
2013-04-08,1,5,15,2013,4,8,0,0
2013-04-09,1,5,7,2013,4,9,1,0
2013-04-10,1,5,8,2013,4,10,2,0
2013-04-11,1,5,16,2013,4,11,3,0
2013-04-12,1,5,15,2013,4,12,4,0
2013-04-13,1,5,18,2013,4,13,5,1
2013-04-14,1,5,18,2013,4,14,6,1
2013-04-15,1,5,11,2013,4,15,0,0
2013-04-16,1,5,10,2013,4,16,1,0
2013-04-17,1,5,14,2013,4,17,2,0
2013-04-18,1,5,17,2013,4,18,3,0
2013-04-19,1,5,17,2013,4,19,4,0
2013-04-20,1,5,13,2013,4,20,5,1
2013-04-21,1,5,20,2013,4,21,6,1
2013-04-22,1,5,11,2013,4,22,0,0
2013-04-23,1,5,11,2013,4,23,1,0
2013-04-24,1,5,16,2013,4,24,2,0
2013-04-25,1,5,13,2013,4,25,3,0
2013-04-26,1,5,15,2013,4,26,4,0
2013-04-27,1,5,15,2013,4,27,5,1
2013-04-28,1,5,14,2013,4,28,6,1
2013-04-29,1,5,14,2013,4,29,0,0
2013-04-30,1,5,10,2013,4,30,1,0
2013-05-01,1,5,15,2013,5,1,2,0
2013-05-02,1,5,11,2013,5,2,3,0
2013-05-03,1,5,18,2013,5,3,4,0
2013-05-04,1,5,15,2013,5,4,5,1
2013-05-05,1,5,19,2013,5,5,6,1
2013-05-06,1,5,12,2013,5,6,0,0
2013-05-07,1,5,17,2013,5,7,1,0
2013-05-08,1,5,16,2013,5,8,2,0
2013-05-09,1,5,20,2013,5,9,3,0
2013-05-10,1,5,10,2013,5,10,4,0
2013-05-11,1,5,21,2013,5,11,5,1
2013-05-12,1,5,15,2013,5,12,6,1
2013-05-13,1,5,5,2013,5,13,0,0
2013-05-14,1,5,12,2013,5,14,1,0
2013-05-15,1,5,23,2013,5,15,2,0
2013-05-16,1,5,19,2013,5,16,3,0
2013-05-17,1,5,18,2013,5,17,4,0
2013-05-18,1,5,18,2013,5,18,5,1
2013-05-19,1,5,21,2013,5,19,6,1
2013-05-20,1,5,12,2013,5,20,0,0
2013-05-21,1,5,10,2013,5,21,1,0
2013-05-22,1,5,22,2013,5,22,2,0
2013-05-23,1,5,24,2013,5,23,3,0
2013-05-24,1,5,20,2013,5,24,4,0
2013-05-25,1,5,21,2013,5,25,5,1
2013-05-26,1,5,14,2013,5,26,6,1
2013-05-27,1,5,14,2013,5,27,0,0
2013-05-28,1,5,15,2013,5,28,1,0
2013-05-29,1,5,13,2013,5,29,2,0
2013-05-30,1,5,14,2013,5,30,3,0
2013-05-31,1,5,13,2013,5,31,4,0
2013-06-01,1,5,18,2013,6,1,5,1
2013-06-02,1,5,18,2013,6,2,6,1
2013-06-03,1,5,17,2013,6,3,0,0
2013-06-04,1,5,12,2013,6,4,1,0
2013-06-05,1,5,10,2013,6,5,2,0
2013-06-06,1,5,20,2013,6,6,3,0
2013-06-07,1,5,14,2013,6,7,4,0
2013-06-08,1,5,22,2013,6,8,5,1
2013-06-09,1,5,19,2013,6,9,6,1
2013-06-10,1,5,16,2013,6,10,0,0
2013-06-11,1,5,14,2013,6,11,1,0
2013-06-12,1,5,14,2013,6,12,2,0
2013-06-13,1,5,8,2013,6,13,3,0
2013-06-14,1,5,18,2013,6,14,4,0
2013-06-15,1,5,19,2013,6,15,5,1
2013-06-16,1,5,19,2013,6,16,6,1
2013-06-17,1,5,11,2013,6,17,0,0
2013-06-18,1,5,14,2013,6,18,1,0
2013-06-19,1,5,15,2013,6,19,2,0
2013-06-20,1,5,16,2013,6,20,3,0
2013-06-21,1,5,16,2013,6,21,4,0
2013-06-22,1,5,13,2013,6,22,5,1
2013-06-23,1,5,17,2013,6,23,6,1
2013-06-24,1,5,13,2013,6,24,0,0
2013-06-25,1,5,17,2013,6,25,1,0
2013-06-26,1,5,15,2013,6,26,2,0
2013-06-27,1,5,24,2013,6,27,3,0
2013-06-28,1,5,19,2013,6,28,4,0
2013-06-29,1,5,19,2013,6,29,5,1
2013-06-30,1,5,30,2013,6,30,6,1
2013-07-01,1,5,13,2013,7,1,0,0
2013-07-02,1,5,9,2013,7,2,1,0
2013-07-03,1,5,16,2013,7,3,2,0
2013-07-04,1,5,19,2013,7,4,3,0
2013-07-05,1,5,16,2013,7,5,4,0
2013-07-06,1,5,17,2013,7,6,5,1
2013-07-07,1,5,14,2013,7,7,6,1
2013-07-08,1,5,16,2013,7,8,0,0
2013-07-09,1,5,17,2013,7,9,1,0
2013-07-10,1,5,18,2013,7,10,2,0
2013-07-11,1,5,19,2013,7,11,3,0
2013-07-12,1,5,16,2013,7,12,4,0
2013-07-13,1,5,17,2013,7,13,5,1
2013-07-14,1,5,15,2013,7,14,6,1
2013-07-15,1,5,12,2013,7,15,0,0
2013-07-16,1,5,17,2013,7,16,1,0
2013-07-17,1,5,11,2013,7,17,2,0
2013-07-18,1,5,26,2013,7,18,3,0
2013-07-19,1,5,17,2013,7,19,4,0
2013-07-20,1,5,20,2013,7,20,5,1
2013-07-21,1,5,19,2013,7,21,6,1
2013-07-22,1,5,17,2013,7,22,0,0
2013-07-23,1,5,17,2013,7,23,1,0
2013-07-24,1,5,22,2013,7,24,2,0
2013-07-25,1,5,20,2013,7,25,3,0
2013-07-26,1,5,18,2013,7,26,4,0
2013-07-27,1,5,19,2013,7,27,5,1
2013-07-28,1,5,18,2013,7,28,6,1
2013-07-29,1,5,14,2013,7,29,0,0
2013-07-30,1,5,17,2013,7,30,1,0
2013-07-31,1,5,13,2013,7,31,2,0
2013-08-01,1,5,9,2013,8,1,3,0
2013-08-02,1,5,17,2013,8,2,4,0
2013-08-03,1,5,17,2013,8,3,5,1
2013-08-04,1,5,15,2013,8,4,6,1
2013-08-05,1,5,6,2013,8,5,0,0
2013-08-06,1,5,16,2013,8,6,1,0
2013-08-07,1,5,12,2013,8,7,2,0
2013-08-08,1,5,12,2013,8,8,3,0
2013-08-09,1,5,12,2013,8,9,4,0
2013-08-10,1,5,17,2013,8,10,5,1
2013-08-11,1,5,17,2013,8,11,6,1
2013-08-12,1,5,8,2013,8,12,0,0
2013-08-13,1,5,16,2013,8,13,1,0
2013-08-14,1,5,22,2013,8,14,2,0
2013-08-15,1,5,23,2013,8,15,3,0
2013-08-16,1,5,29,2013,8,16,4,0
2013-08-17,1,5,16,2013,8,17,5,1
2013-08-18,1,5,22,2013,8,18,6,1
2013-08-19,1,5,16,2013,8,19,0,0
2013-08-20,1,5,16,2013,8,20,1,0
2013-08-21,1,5,13,2013,8,21,2,0
2013-08-22,1,5,17,2013,8,22,3,0
2013-08-23,1,5,24,2013,8,23,4,0
2013-08-24,1,5,13,2013,8,24,5,1
2013-08-25,1,5,25,2013,8,25,6,1
2013-08-26,1,5,17,2013,8,26,0,0
2013-08-27,1,5,11,2013,8,27,1,0
2013-08-28,1,5,10,2013,8,28,2,0
2013-08-29,1,5,13,2013,8,29,3,0
2013-08-30,1,5,20,2013,8,30,4,0
2013-08-31,1,5,27,2013,8,31,5,1
2013-09-01,1,5,14,2013,9,1,6,1
2013-09-02,1,5,13,2013,9,2,0,0
2013-09-03,1,5,18,2013,9,3,1,0
2013-09-04,1,5,6,2013,9,4,2,0
2013-09-05,1,5,15,2013,9,5,3,0
2013-09-06,1,5,8,2013,9,6,4,0
2013-09-07,1,5,12,2013,9,7,5,1
2013-09-08,1,5,14,2013,9,8,6,1
2013-09-09,1,5,14,2013,9,9,0,0
2013-09-10,1,5,17,2013,9,10,1,0
2013-09-11,1,5,12,2013,9,11,2,0
2013-09-12,1,5,19,2013,9,12,3,0
2013-09-13,1,5,11,2013,9,13,4,0
2013-09-14,1,5,20,2013,9,14,5,1
2013-09-15,1,5,15,2013,9,15,6,1
2013-09-16,1,5,12,2013,9,16,0,0
2013-09-17,1,5,14,2013,9,17,1,0
2013-09-18,1,5,10,2013,9,18,2,0
2013-09-19,1,5,11,2013,9,19,3,0
2013-09-20,1,5,15,2013,9,20,4,0
2013-09-21,1,5,16,2013,9,21,5,1
2013-09-22,1,5,18,2013,9,22,6,1
2013-09-23,1,5,19,2013,9,23,0,0
2013-09-24,1,5,19,2013,9,24,1,0
2013-09-25,1,5,16,2013,9,25,2,0
2013-09-26,1,5,7,2013,9,26,3,0
2013-09-27,1,5,17,2013,9,27,4,0
2013-09-28,1,5,12,2013,9,28,5,1
2013-09-29,1,5,21,2013,9,29,6,1
2013-09-30,1,5,15,2013,9,30,0,0
2013-10-01,1,5,11,2013,10,1,1,0
2013-10-02,1,5,16,2013,10,2,2,0
2013-10-03,1,5,19,2013,10,3,3,0
2013-10-04,1,5,23,2013,10,4,4,0
2013-10-05,1,5,17,2013,10,5,5,1
2013-10-06,1,5,19,2013,10,6,6,1
2013-10-07,1,5,8,2013,10,7,0,0
2013-10-08,1,5,12,2013,10,8,1,0
2013-10-09,1,5,8,2013,10,9,2,0
2013-10-10,1,5,8,2013,10,10,3,0
2013-10-11,1,5,11,2013,10,11,4,0
2013-10-12,1,5,13,2013,10,12,5,1
2013-10-13,1,5,15,2013,10,13,6,1
2013-10-14,1,5,16,2013,10,14,0,0
2013-10-15,1,5,17,2013,10,15,1,0
2013-10-16,1,5,11,2013,10,16,2,0
2013-10-17,1,5,13,2013,10,17,3,0
2013-10-18,1,5,10,2013,10,18,4,0
2013-10-19,1,5,16,2013,10,19,5,1
2013-10-20,1,5,19,2013,10,20,6,1
2013-10-21,1,5,7,2013,10,21,0,0
2013-10-22,1,5,14,2013,10,22,1,0
2013-10-23,1,5,15,2013,10,23,2,0
2013-10-24,1,5,23,2013,10,24,3,0
2013-10-25,1,5,10,2013,10,25,4,0
2013-10-26,1,5,13,2013,10,26,5,1
2013-10-27,1,5,11,2013,10,27,6,1
2013-10-28,1,5,11,2013,10,28,0,0
2013-10-29,1,5,13,2013,10,29,1,0
2013-10-30,1,5,13,2013,10,30,2,0
2013-10-31,1,5,14,2013,10,31,3,0
2013-11-01,1,5,18,2013,11,1,4,0
2013-11-02,1,5,11,2013,11,2,5,1
2013-11-03,1,5,18,2013,11,3,6,1
2013-11-04,1,5,3,2013,11,4,0,0
2013-11-05,1,5,21,2013,11,5,1,0
2013-11-06,1,5,15,2013,11,6,2,0
2013-11-07,1,5,13,2013,11,7,3,0
2013-11-08,1,5,12,2013,11,8,4,0
2013-11-09,1,5,11,2013,11,9,5,1
2013-11-10,1,5,14,2013,11,10,6,1
2013-11-11,1,5,11,2013,11,11,0,0
2013-11-12,1,5,16,2013,11,12,1,0
2013-11-13,1,5,10,2013,11,13,2,0
2013-11-14,1,5,11,2013,11,14,3,0
2013-11-15,1,5,16,2013,11,15,4,0
2013-11-16,1,5,15,2013,11,16,5,1
2013-11-17,1,5,14,2013,11,17,6,1
2013-11-18,1,5,6,2013,11,18,0,0
2013-11-19,1,5,16,2013,11,19,1,0
2013-11-20,1,5,22,2013,11,20,2,0
2013-11-21,1,5,12,2013,11,21,3,0
2013-11-22,1,5,13,2013,11,22,4,0
2013-11-23,1,5,19,2013,11,23,5,1
2013-11-24,1,5,15,2013,11,24,6,1
2013-11-25,1,5,16,2013,11,25,0,0
2013-11-26,1,5,19,2013,11,26,1,0
2013-11-27,1,5,10,2013,11,27,2,0
2013-11-28,1,5,12,2013,11,28,3,0
2013-11-29,1,5,19,2013,11,29,4,0
2013-11-30,1,5,14,2013,11,30,5,1
2013-12-01,1,5,10,2013,12,1,6,1
2013-12-02,1,5,13,2013,12,2,0,0
2013-12-03,1,5,8,2013,12,3,1,0
2013-12-04,1,5,16,2013,12,4,2,0
2013-12-05,1,5,9,2013,12,5,3,0
2013-12-06,1,5,12,2013,12,6,4,0
2013-12-07,1,5,12,2013,12,7,5,1
2013-12-08,1,5,15,2013,12,8,6,1
2013-12-09,1,5,7,2013,12,9,0,0
2013-12-10,1,5,6,2013,12,10,1,0
2013-12-11,1,5,13,2013,12,11,2,0
2013-12-12,1,5,15,2013,12,12,3,0
2013-12-13,1,5,15,2013,12,13,4,0
2013-12-14,1,5,15,2013,12,14,5,1
2013-12-15,1,5,15,2013,12,15,6,1
2013-12-16,1,5,7,2013,12,16,0,0
2013-12-17,1,5,10,2013,12,17,1,0
2013-12-18,1,5,9,2013,12,18,2,0
2013-12-19,1,5,13,2013,12,19,3,0
2013-12-20,1,5,10,2013,12,20,4,0
2013-12-21,1,5,18,2013,12,21,5,1
2013-12-22,1,5,17,2013,12,22,6,1
2013-12-23,1,5,12,2013,12,23,0,0
2013-12-24,1,5,12,2013,12,24,1,0
2013-12-25,1,5,5,2013,12,25,2,0
2013-12-26,1,5,12,2013,12,26,3,0
2013-12-27,1,5,11,2013,12,27,4,0
2013-12-28,1,5,10,2013,12,28,5,1
2013-12-29,1,5,14,2013,12,29,6,1
2013-12-30,1,5,9,2013,12,30,0,0
2013-12-31,1,5,6,2013,12,31,1,0
2014-01-01,1,5,6,2014,1,1,2,0
2014-01-02,1,5,6,2014,1,2,3,0
2014-01-03,1,5,9,2014,1,3,4,0
2014-01-04,1,5,11,2014,1,4,5,1
2014-01-05,1,5,13,2014,1,5,6,1
2014-01-06,1,5,7,2014,1,6,0,0
2014-01-07,1,5,12,2014,1,7,1,0
2014-01-08,1,5,11,2014,1,8,2,0
2014-01-09,1,5,10,2014,1,9,3,0
2014-01-10,1,5,8,2014,1,10,4,0
2014-01-11,1,5,12,2014,1,11,5,1
2014-01-12,1,5,10,2014,1,12,6,1
2014-01-13,1,5,10,2014,1,13,0,0
2014-01-14,1,5,10,2014,1,14,1,0
2014-01-15,1,5,8,2014,1,15,2,0
2014-01-16,1,5,10,2014,1,16,3,0
2014-01-17,1,5,7,2014,1,17,4,0
2014-01-18,1,5,12,2014,1,18,5,1
2014-01-19,1,5,9,2014,1,19,6,1
2014-01-20,1,5,9,2014,1,20,0,0
2014-01-21,1,5,10,2014,1,21,1,0
2014-01-22,1,5,11,2014,1,22,2,0
2014-01-23,1,5,13,2014,1,23,3,0
2014-01-24,1,5,14,2014,1,24,4,0
2014-01-25,1,5,8,2014,1,25,5,1
2014-01-26,1,5,24,2014,1,26,6,1
2014-01-27,1,5,13,2014,1,27,0,0
2014-01-28,1,5,8,2014,1,28,1,0
2014-01-29,1,5,16,2014,1,29,2,0
2014-01-30,1,5,8,2014,1,30,3,0
2014-01-31,1,5,15,2014,1,31,4,0
2014-02-01,1,5,9,2014,2,1,5,1
2014-02-02,1,5,13,2014,2,2,6,1
2014-02-03,1,5,12,2014,2,3,0,0
2014-02-04,1,5,10,2014,2,4,1,0
2014-02-05,1,5,10,2014,2,5,2,0
2014-02-06,1,5,5,2014,2,6,3,0
2014-02-07,1,5,17,2014,2,7,4,0
2014-02-08,1,5,7,2014,2,8,5,1
2014-02-09,1,5,11,2014,2,9,6,1
2014-02-10,1,5,10,2014,2,10,0,0
2014-02-11,1,5,10,2014,2,11,1,0
2014-02-12,1,5,11,2014,2,12,2,0
2014-02-13,1,5,10,2014,2,13,3,0
2014-02-14,1,5,10,2014,2,14,4,0
2014-02-15,1,5,13,2014,2,15,5,1
2014-02-16,1,5,15,2014,2,16,6,1
2014-02-17,1,5,10,2014,2,17,0,0
2014-02-18,1,5,6,2014,2,18,1,0
2014-02-19,1,5,7,2014,2,19,2,0
2014-02-20,1,5,11,2014,2,20,3,0
2014-02-21,1,5,14,2014,2,21,4,0
2014-02-22,1,5,14,2014,2,22,5,1
2014-02-23,1,5,19,2014,2,23,6,1
2014-02-24,1,5,11,2014,2,24,0,0
2014-02-25,1,5,12,2014,2,25,1,0
2014-02-26,1,5,10,2014,2,26,2,0
2014-02-27,1,5,14,2014,2,27,3,0
2014-02-28,1,5,13,2014,2,28,4,0
2014-03-01,1,5,16,2014,3,1,5,1
2014-03-02,1,5,16,2014,3,2,6,1
2014-03-03,1,5,13,2014,3,3,0,0
2014-03-04,1,5,10,2014,3,4,1,0
2014-03-05,1,5,14,2014,3,5,2,0
2014-03-06,1,5,17,2014,3,6,3,0
2014-03-07,1,5,19,2014,3,7,4,0
2014-03-08,1,5,7,2014,3,8,5,1
2014-03-09,1,5,13,2014,3,9,6,1
2014-03-10,1,5,10,2014,3,10,0,0
2014-03-11,1,5,9,2014,3,11,1,0
2014-03-12,1,5,18,2014,3,12,2,0
2014-03-13,1,5,20,2014,3,13,3,0
2014-03-14,1,5,19,2014,3,14,4,0
2014-03-15,1,5,17,2014,3,15,5,1
2014-03-16,1,5,18,2014,3,16,6,1
2014-03-17,1,5,19,2014,3,17,0,0
2014-03-18,1,5,14,2014,3,18,1,0
2014-03-19,1,5,19,2014,3,19,2,0
2014-03-20,1,5,13,2014,3,20,3,0
2014-03-21,1,5,12,2014,3,21,4,0
2014-03-22,1,5,16,2014,3,22,5,1
2014-03-23,1,5,15,2014,3,23,6,1
2014-03-24,1,5,14,2014,3,24,0,0
2014-03-25,1,5,12,2014,3,25,1,0
2014-03-26,1,5,15,2014,3,26,2,0
2014-03-27,1,5,23,2014,3,27,3,0
2014-03-28,1,5,13,2014,3,28,4,0
2014-03-29,1,5,20,2014,3,29,5,1
2014-03-30,1,5,20,2014,3,30,6,1
2014-03-31,1,5,11,2014,3,31,0,0
2014-04-01,1,5,18,2014,4,1,1,0
2014-04-02,1,5,19,2014,4,2,2,0
2014-04-03,1,5,19,2014,4,3,3,0
2014-04-04,1,5,18,2014,4,4,4,0
2014-04-05,1,5,13,2014,4,5,5,1
2014-04-06,1,5,23,2014,4,6,6,1
2014-04-07,1,5,9,2014,4,7,0,0
2014-04-08,1,5,22,2014,4,8,1,0
2014-04-09,1,5,20,2014,4,9,2,0
2014-04-10,1,5,15,2014,4,10,3,0
2014-04-11,1,5,25,2014,4,11,4,0
2014-04-12,1,5,20,2014,4,12,5,1
2014-04-13,1,5,19,2014,4,13,6,1
2014-04-14,1,5,12,2014,4,14,0,0
2014-04-15,1,5,17,2014,4,15,1,0
2014-04-16,1,5,15,2014,4,16,2,0
2014-04-17,1,5,18,2014,4,17,3,0
2014-04-18,1,5,21,2014,4,18,4,0
2014-04-19,1,5,19,2014,4,19,5,1
2014-04-20,1,5,14,2014,4,20,6,1
2014-04-21,1,5,13,2014,4,21,0,0
2014-04-22,1,5,15,2014,4,22,1,0
2014-04-23,1,5,12,2014,4,23,2,0
2014-04-24,1,5,19,2014,4,24,3,0
2014-04-25,1,5,17,2014,4,25,4,0
2014-04-26,1,5,24,2014,4,26,5,1
2014-04-27,1,5,22,2014,4,27,6,1
2014-04-28,1,5,12,2014,4,28,0,0
2014-04-29,1,5,15,2014,4,29,1,0
2014-04-30,1,5,11,2014,4,30,2,0
2014-05-01,1,5,10,2014,5,1,3,0
2014-05-02,1,5,20,2014,5,2,4,0
2014-05-03,1,5,17,2014,5,3,5,1
2014-05-04,1,5,23,2014,5,4,6,1
2014-05-05,1,5,10,2014,5,5,0,0
2014-05-06,1,5,16,2014,5,6,1,0
2014-05-07,1,5,19,2014,5,7,2,0
2014-05-08,1,5,22,2014,5,8,3,0
2014-05-09,1,5,22,2014,5,9,4,0
2014-05-10,1,5,25,2014,5,10,5,1
2014-05-11,1,5,26,2014,5,11,6,1
2014-05-12,1,5,13,2014,5,12,0,0
2014-05-13,1,5,11,2014,5,13,1,0
2014-05-14,1,5,23,2014,5,14,2,0
2014-05-15,1,5,22,2014,5,15,3,0
2014-05-16,1,5,22,2014,5,16,4,0
2014-05-17,1,5,24,2014,5,17,5,1
2014-05-18,1,5,21,2014,5,18,6,1
2014-05-19,1,5,13,2014,5,19,0,0
2014-05-20,1,5,16,2014,5,20,1,0
2014-05-21,1,5,18,2014,5,21,2,0
2014-05-22,1,5,25,2014,5,22,3,0
2014-05-23,1,5,26,2014,5,23,4,0
2014-05-24,1,5,22,2014,5,24,5,1
2014-05-25,1,5,24,2014,5,25,6,1
2014-05-26,1,5,13,2014,5,26,0,0
2014-05-27,1,5,9,2014,5,27,1,0
2014-05-28,1,5,20,2014,5,28,2,0
2014-05-29,1,5,23,2014,5,29,3,0
2014-05-30,1,5,25,2014,5,30,4,0
2014-05-31,1,5,18,2014,5,31,5,1
2014-06-01,1,5,22,2014,6,1,6,1
2014-06-02,1,5,16,2014,6,2,0,0
2014-06-03,1,5,16,2014,6,3,1,0
2014-06-04,1,5,14,2014,6,4,2,0
2014-06-05,1,5,21,2014,6,5,3,0
2014-06-06,1,5,23,2014,6,6,4,0
2014-06-07,1,5,15,2014,6,7,5,1
2014-06-08,1,5,20,2014,6,8,6,1
2014-06-09,1,5,15,2014,6,9,0,0
2014-06-10,1,5,21,2014,6,10,1,0
2014-06-11,1,5,17,2014,6,11,2,0
2014-06-12,1,5,24,2014,6,12,3,0
2014-06-13,1,5,21,2014,6,13,4,0
2014-06-14,1,5,18,2014,6,14,5,1
2014-06-15,1,5,20,2014,6,15,6,1
2014-06-16,1,5,12,2014,6,16,0,0
2014-06-17,1,5,16,2014,6,17,1,0
2014-06-18,1,5,19,2014,6,18,2,0
2014-06-19,1,5,25,2014,6,19,3,0
2014-06-20,1,5,17,2014,6,20,4,0
2014-06-21,1,5,21,2014,6,21,5,1
2014-06-22,1,5,23,2014,6,22,6,1
2014-06-23,1,5,15,2014,6,23,0,0
2014-06-24,1,5,17,2014,6,24,1,0
2014-06-25,1,5,20,2014,6,25,2,0
2014-06-26,1,5,24,2014,6,26,3,0
2014-06-27,1,5,17,2014,6,27,4,0
2014-06-28,1,5,24,2014,6,28,5,1
2014-06-29,1,5,23,2014,6,29,6,1
2014-06-30,1,5,9,2014,6,30,0,0
2014-07-01,1,5,15,2014,7,1,1,0
2014-07-02,1,5,20,2014,7,2,2,0
2014-07-03,1,5,20,2014,7,3,3,0
2014-07-04,1,5,28,2014,7,4,4,0
2014-07-05,1,5,21,2014,7,5,5,1
2014-07-06,1,5,24,2014,7,6,6,1
2014-07-07,1,5,16,2014,7,7,0,0
2014-07-08,1,5,24,2014,7,8,1,0
2014-07-09,1,5,26,2014,7,9,2,0
2014-07-10,1,5,23,2014,7,10,3,0
2014-07-11,1,5,17,2014,7,11,4,0
2014-07-12,1,5,28,2014,7,12,5,1
2014-07-13,1,5,18,2014,7,13,6,1
2014-07-14,1,5,9,2014,7,14,0,0
2014-07-15,1,5,17,2014,7,15,1,0
2014-07-16,1,5,27,2014,7,16,2,0
2014-07-17,1,5,20,2014,7,17,3,0
2014-07-18,1,5,24,2014,7,18,4,0
2014-07-19,1,5,18,2014,7,19,5,1
2014-07-20,1,5,28,2014,7,20,6,1
2014-07-21,1,5,15,2014,7,21,0,0
2014-07-22,1,5,17,2014,7,22,1,0
2014-07-23,1,5,20,2014,7,23,2,0
2014-07-24,1,5,21,2014,7,24,3,0
2014-07-25,1,5,22,2014,7,25,4,0
2014-07-26,1,5,18,2014,7,26,5,1
2014-07-27,1,5,26,2014,7,27,6,1
2014-07-28,1,5,6,2014,7,28,0,0
2014-07-29,1,5,27,2014,7,29,1,0
2014-07-30,1,5,13,2014,7,30,2,0
2014-07-31,1,5,26,2014,7,31,3,0
2014-08-01,1,5,24,2014,8,1,4,0
2014-08-02,1,5,15,2014,8,2,5,1
2014-08-03,1,5,19,2014,8,3,6,1
2014-08-04,1,5,13,2014,8,4,0,0
2014-08-05,1,5,17,2014,8,5,1,0
2014-08-06,1,5,17,2014,8,6,2,0
2014-08-07,1,5,21,2014,8,7,3,0
2014-08-08,1,5,22,2014,8,8,4,0
2014-08-09,1,5,17,2014,8,9,5,1
2014-08-10,1,5,19,2014,8,10,6,1
2014-08-11,1,5,16,2014,8,11,0,0
2014-08-12,1,5,19,2014,8,12,1,0
2014-08-13,1,5,17,2014,8,13,2,0
2014-08-14,1,5,17,2014,8,14,3,0
2014-08-15,1,5,32,2014,8,15,4,0
2014-08-16,1,5,23,2014,8,16,5,1
2014-08-17,1,5,17,2014,8,17,6,1
2014-08-18,1,5,12,2014,8,18,0,0
